DP02210	743051cb590abecbad37be2ec4de8b84	686	Gene3D	G3DSA:3.40.50.300		467	681	2.5E-71	T	18-06-2019
DP02210	743051cb590abecbad37be2ec4de8b84	686	Gene3D	G3DSA:1.20.1560.10		140	454	1.0E-73	T	18-06-2019
DP01109	388bdbc10ea0cb2884aa8c4789b26d14	353	Gene3D	G3DSA:3.30.70.330		106	209	8.5E-23	T	18-06-2019
DP01109	388bdbc10ea0cb2884aa8c4789b26d14	353	Gene3D	G3DSA:3.30.70.330		9	104	1.2E-25	T	18-06-2019
DP01272	a07dd531488fcde260435a9a3ad43ead	3567	Gene3D	G3DSA:3.40.50.720		1131	1325	1.2E-18	T	18-06-2019
DP01272	a07dd531488fcde260435a9a3ad43ead	3567	Gene3D	G3DSA:1.10.1200.10		1394	1470	1.5E-22	T	18-06-2019
DP01272	a07dd531488fcde260435a9a3ad43ead	3567	Gene3D	G3DSA:1.10.1200.10		3415	3488	9.8E-21	T	18-06-2019
DP01272	a07dd531488fcde260435a9a3ad43ead	3567	Gene3D	G3DSA:3.40.366.10		2007	2135	6.4E-73	T	18-06-2019
DP01272	a07dd531488fcde260435a9a3ad43ead	3567	Gene3D	G3DSA:3.40.366.10		2203	2315	6.4E-73	T	18-06-2019
DP01272	a07dd531488fcde260435a9a3ad43ead	3567	Gene3D	G3DSA:3.40.50.720		3140	3323	2.9E-30	T	18-06-2019
DP01272	a07dd531488fcde260435a9a3ad43ead	3567	Gene3D	G3DSA:3.40.47.10		1491	1751	3.1E-92	T	18-06-2019
DP01272	a07dd531488fcde260435a9a3ad43ead	3567	Gene3D	G3DSA:3.90.180.10		2844	2962	1.4E-42	T	18-06-2019
DP01272	a07dd531488fcde260435a9a3ad43ead	3567	Gene3D	G3DSA:3.40.47.10		293	460	1.6E-61	T	18-06-2019
DP01272	a07dd531488fcde260435a9a3ad43ead	3567	Gene3D	G3DSA:3.40.47.10		1752	1917	1.1E-64	T	18-06-2019
DP01272	a07dd531488fcde260435a9a3ad43ead	3567	Gene3D	G3DSA:3.30.70.250		2139	2197	3.1E-7	T	18-06-2019
DP01272	a07dd531488fcde260435a9a3ad43ead	3567	Gene3D	G3DSA:3.30.70.250		685	749	1.7E-9	T	18-06-2019
DP01272	a07dd531488fcde260435a9a3ad43ead	3567	Gene3D	G3DSA:3.40.50.720		2963	3058	2.6E-18	T	18-06-2019
DP01272	a07dd531488fcde260435a9a3ad43ead	3567	Gene3D	G3DSA:3.40.47.10		27	292	9.4E-88	T	18-06-2019
DP01272	a07dd531488fcde260435a9a3ad43ead	3567	Gene3D	G3DSA:3.40.366.10		555	682	9.2E-73	T	18-06-2019
DP01272	a07dd531488fcde260435a9a3ad43ead	3567	Gene3D	G3DSA:3.40.366.10		750	874	9.2E-73	T	18-06-2019
DP02332	a77b4323e539c5ca3e1d9c35940ac4d8	820	Gene3D	G3DSA:3.40.50.300		373	639	1.2E-85	T	18-06-2019
DP02332	a77b4323e539c5ca3e1d9c35940ac4d8	820	Gene3D	G3DSA:3.40.50.300		640	786	1.0E-50	T	18-06-2019
DP01851	7541da3181c433e962d0d426366452ec	1290	Gene3D	G3DSA:2.60.40.150		1087	1212	3.0E-26	T	18-06-2019
DP01851	7541da3181c433e962d0d426366452ec	1290	Gene3D	G3DSA:2.30.30.40		795	848	2.6E-20	T	18-06-2019
DP01851	7541da3181c433e962d0d426366452ec	1290	Gene3D	G3DSA:3.30.505.10		660	759	1.6E-30	T	18-06-2019
DP01851	7541da3181c433e962d0d426366452ec	1290	Gene3D	G3DSA:3.20.20.190		321	466	3.4E-130	T	18-06-2019
DP01851	7541da3181c433e962d0d426366452ec	1290	Gene3D	G3DSA:3.20.20.190		948	1076	3.4E-130	T	18-06-2019
DP01851	7541da3181c433e962d0d426366452ec	1290	Gene3D	G3DSA:2.30.29.30		484	523	8.2E-16	T	18-06-2019
DP01851	7541da3181c433e962d0d426366452ec	1290	Gene3D	G3DSA:2.30.29.30		868	933	8.2E-16	T	18-06-2019
DP01851	7541da3181c433e962d0d426366452ec	1290	Gene3D	G3DSA:1.10.238.10		154	227	1.0E-5	T	18-06-2019
DP01851	7541da3181c433e962d0d426366452ec	1290	Gene3D	G3DSA:2.30.29.30		24	146	6.0E-27	T	18-06-2019
DP01851	7541da3181c433e962d0d426366452ec	1290	Gene3D	G3DSA:3.30.505.10		546	659	4.5E-30	T	18-06-2019
DP01935	c64c60503f4e70a4585d8c8155035fe7	157	Gene3D	G3DSA:2.30.170.20		1	66	6.4E-33	T	18-06-2019
DP01171	5d9bb1d588b9d77d326c97b05d1aa51d	502	Gene3D	G3DSA:3.90.810.10		356	373	3.5E-40	T	18-06-2019
DP01171	5d9bb1d588b9d77d326c97b05d1aa51d	502	Gene3D	G3DSA:3.90.810.10		242	324	3.5E-40	T	18-06-2019
DP01171	5d9bb1d588b9d77d326c97b05d1aa51d	502	Gene3D	G3DSA:2.30.29.30		11	156	1.2E-57	T	18-06-2019
DP01141	27b9f5d252a7c24d6a1272b5048b1ceb	580	Gene3D	G3DSA:1.10.287.70		413	494	2.2E-43	T	18-06-2019
DP01141	27b9f5d252a7c24d6a1272b5048b1ceb	580	Gene3D	G3DSA:1.10.287.70		141	398	1.5E-36	T	18-06-2019
DP02226	0fc93a360e31633af786d3b2827e5437	295	Gene3D	G3DSA:1.10.472.10		147	269	7.1E-13	T	18-06-2019
DP02226	0fc93a360e31633af786d3b2827e5437	295	Gene3D	G3DSA:1.10.472.10		47	146	7.2E-47	T	18-06-2019
DP01526	eab586afee2ba87486c9da5e76110fc0	822	Gene3D	G3DSA:1.20.1310.10		500	576	3.4E-7	T	18-06-2019
DP01526	eab586afee2ba87486c9da5e76110fc0	822	Gene3D	G3DSA:4.10.1030.10		593	657	1.1E-11	T	18-06-2019
DP01526	eab586afee2ba87486c9da5e76110fc0	822	Gene3D	G3DSA:1.10.10.10		663	711	4.5E-4	T	18-06-2019
DP01526	eab586afee2ba87486c9da5e76110fc0	822	Gene3D	G3DSA:1.10.10.10		746	818	1.8E-29	T	18-06-2019
DP02247	f753f2b2d9752a30646c83e8630d1df8	976	Gene3D	G3DSA:2.60.40.10		28	115	1.7E-15	T	18-06-2019
DP02247	f753f2b2d9752a30646c83e8630d1df8	976	Gene3D	G3DSA:2.60.40.10		215	310	1.2E-15	T	18-06-2019
DP02247	f753f2b2d9752a30646c83e8630d1df8	976	Gene3D	G3DSA:1.10.510.10		661	682	1.7E-50	T	18-06-2019
DP02247	f753f2b2d9752a30646c83e8630d1df8	976	Gene3D	G3DSA:1.10.510.10		765	922	1.7E-50	T	18-06-2019
DP02247	f753f2b2d9752a30646c83e8630d1df8	976	Gene3D	G3DSA:3.30.200.20		554	660	4.4E-32	T	18-06-2019
